"id","site","job_url","job_url_direct","title","company","location","date_posted","job_type","salary_source","interval","min_amount","max_amount","currency","is_remote","job_level","job_function","listing_type","emails","description","company_industry","company_url","company_logo","company_url_direct","company_addresses","company_num_employees","company_revenue","company_description","skills","experience_range","company_rating","company_reviews_count","vacancy_count","work_from_home_type"
"gd-1010049544345","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1010049544345","","Enterprise Sales Manager Hunter","ADP","Manhattan","2026-03-01","","direct_data","yearly",68400.0,148100.0,"USD",False,"","","sponsored","","ADP is hiring anâ¯Enterprise Sales Manager \\- Hunter (1\\-3k)


* ***Are you ready to control your financial future with unlimited upside earnings potential?***
* ***Do you want a lasting career with a company that offers autonomy to run a book of business, flexibility to make your own schedule, and gives you work\\-life balance?***
* ***Are you looking for continuous learning and the opportunity to invest in yourself?***

If so, then this may be just the opportunity you've been searching for. Read on and decide for yourself.


The world's largest companies \\- including 80% of the Fortune 500 \\- count on our Human Capital Management solutions. As a Enterprise Sales Manager Major Market, you'll grow new market share for ADP's cloud\\-based Human Resources solutions to major market prospects (1,000 \\- 3,000 or more employees) within a defined territory. You will bring proven expertise and responsiveness to the table every day on a team dedicated to unparalleled partnership and unwavering relationships with our clients and prospects. We are passionate and committed to our current and future clients' success in the ever\\-changing world of work.


Sales Representatives for Enterprise Accounts are collaborative. Rarely will a deal be sold without internal partnering. If you are a self\\-professed lone wolf salesperson, this will not be the role for you. If you thrive being part of a team, however, then this career opportunity not only offers significant earnings potential but maximum exposure for career advancement. We will support your personal training and development in an informal, diverse, non\\-bureaucratic environment that is sensitive to work\\-family and flexible\\-schedules.


Ready to \\#MakeYourMark? **Apply now!**


**To learn more about Sales at ADP**, watch here: http://adp.careers/Sales\\_Videos


**WHAT YOU'LL DO:â¯***Responsibilities*â¯

  

* **Grow Our Business While Growing Yours.** You will work independently and collaboratively as part of various teams within your assigned geography to close sales, win business, and reach sales goals.
* **Turn Prospects into Loyal Clients and Raving Fans.** You will implement a sales strategy targeted to decision\\-makers and business owners to build a network and capture new business.
* **Deepen Relationships Across the ADP Family.** In addition to selling cloud\\-based human resources solutions, you will strategically cultivate additional business within existing accounts. But it's not all business; you will make life\\-long friendships here.
* **Collaborate Daily.** You will serve as a trusted advisor, partner, and ADP ambassador to your clients, internal partners, and overall network while demonstrating grace under pressure and the highest ethical standards.

**TO SUCCEED IN THIS ROLE**:â¯Required Qualifications


* **Experienced****.**â¯You have 10 \\- 15 years of sales experience along with an impressive track record of closing sales, winning clients, and managing a territory.â¯You have demonstrated a proven ability to sell complex solutions and to effectively prospect at the Executive level. You have keen discovery skills and a desire to challenge prospects to improve their business processes. You also have demonstrated success in a team\\-selling environment.
* **Persuasive Communicator**. You will use your excellent sales skills with a high level of proficiency in persuasive communications. You're also skilled in effective use of CRM.
* **Results Driven**. You possess an excellent work ethic, motivation, and leadership skills.
**BONUS POINTS FOR THESE:** *Preferred Qualifications*


* Human Capital Management Sales, HCM, HR
* Outsourcing Sales Experience
* Hunter Mentality
* Enterprise Resource Planning (ERP)
* Workforce Management

â¯**YOU'LL LOVE WORKING HERE BECAUSE YOU CAN:**


* **Be yourself**in a culture that values equity, inclusion, and belonging and creates a safe space for diverse perspectives and insights.
* **Belong** by joining one of our Business Resource Groups where you can connect globally with networks and allies who share common interests and experiences.
* **Grow your career** in an agile, fast\\-paced environment with plenty of opportunities to progress.
* **Continuously learn.**Ongoing training, development, and mentorship opportunities for even the most insatiable learner.
* **Be your healthiest.**Best\\-in\\-class benefits start on Day 1 because healthy associates are happy ones.
* **Balance work and life.**Resources and flexibility to more easily integrate your work and your life.
* **Focus on your mental health and well\\-being.**We're here to provide exceptional service to our clients, and none of that happens without each of us taking care of ourselves and being there for one another.
* **Join a company committed to giving back** andâ¯generating a lasting, positive impact**â¯**upon the communities in which we work and live.â¯
* **Get paid to pay it forward.**Company\\-paid time off for volunteering for causes you care about.

What are you waiting for? **Apply today!**


Base salary offers for this position may vary based on factors such as location, skills, and relevant experience. Some positions may include additional compensation in the form of bonus, equity or commissions. We offer the following benefits: Medical, Dental, Vision, Life Insurance, Matched Retirement Savings, Wellness Program, Short\\-and Long\\-Term Disability, Charitable Contribution Match, Holidays, Personal Days \\& Vacation, Paid Volunteer Time Off, and more. The compensation for this role is USD $68,400\\.00 \\- USD $148,100\\.00 / Year\\*  

  

* Actual compensation will not be less than the applicable minimum wage or minimum exempt salary requirement under federal, state and local laws.

  

**A little about ADP:** We are a comprehensive global provider of cloud\\-based human capital management (HCM) solutions that unite HR, payroll, talent, time, tax and benefits administration and a leader in business outsourcing services, analytics, and compliance expertise. We believe our people make all the difference in cultivating a down\\-to\\-earth culture that embraces our core values, welcomes ideas, encourages innovation, and values belonging. We've received recognition for our work by many esteemed organizations, learn more at ADP Awards and Recognition.


**Diversity, Equity, Inclusion \\& Equal Employment Opportunity at ADP:** ADP is committed to an inclusive, diverse and equitable workplace, and is further committed to providing equal employment opportunities regardless of any protected characteristic including: race, color, genetic information, creed, national origin, religion, sex, affectional or sexual orientation, gender identity or expression, lawful alien status, ancestry, age, marital status, protected veteran status or disability. Hiring decisions are based upon ADP’s operating needs, and applicant merit including, but not limited to, qualifications, experience, ability, availability, cooperation, and job performance.


**Ethics at ADP:** ADP has a long, proud history of conducting business with the highest ethical standards and full compliance with all applicable laws. We also expect our people to uphold our values with the highest level of integrity and behave in a manner that fosters an honest and respectful workplace. Click https://jobs.adp.com/life\\-at\\-adp/ to learn more about ADP’s culture and our full set of values.","","https://www.glassdoor.com/Overview/W-EI_IE64.htm","https://media.glassdoor.com/sql/64/adp-squareLogo-1731078450688.png","","","","","","","","","","",""
"gd-1010049544720","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1010049544720","","Activation Channel Manager – IBM Software","Arrow Electronics, Inc.","Beaverton, OR","2026-03-01","","direct_data","yearly",126300.0,150153.0,"USD",False,"","","sponsored","","**Position:**
=============


Activation Channel Manager – IBM Software**Job Description:**
====================


Arrow ECS is looking for an Activation Channel Manager that will be supporting IBM’s Software Portfolio. The primary focus of this position will be to activate and grow new accounts.

**What You’ll Be Doing:**

* Responsible for the day\\-to\\-day sales support and customer service activities for assigned accounts, territory, or product(s). Focuses on growing and developing new business; proactively calls and engages partners to grow sales for assigned accounts and rebuilding of underpenetrated and neglected relationships with Arrow customers. This position will call on customers; provide product information, and follow\\-up on quotes to close business for Arrow. Identifies, enables and develops high\\-potential and non\\-repeat partners. Determines and understands customers’ requirements for Arrow product offerings and services. Translates products and promotions into benefits for a customer. Provides alternative products and solutions. Serves as a liaison between Arrow’s internal resources (field sales, engineering, supplier marketing, manufacturing facilities, purchasing and other corporate departments), vendor resources and customers. Demonstrates a proactive approach and sense of urgency on our customers’ behalf, anticipates our customers’ requirements and communicates efforts in a timely and effective manner.
* Demand Generation and Customer Opportunity Support: Drives sales growth through new customer rebuilding of underpenetrated and neglected relationships. Focuses on growing and developing new business; proactively calls and engages partners to grow sales for assigned accounts. Identifies, enables and develops high\\-potential and non\\-repeat partners. Generates leads and follows\\-up on leads obtained through suppliers and Arrow internal sources. Qualifies prospects, analyzes sales potential, and then prioritizes high\\-return opportunities for further attention/investment.
* Leverages Arrow and vendor programs and promotions to progress a transaction through the sales cycle. Manages vendor special pricing programs including; submissions for pricing request and any data or program dependencies, tracking requests for approval, logging of all submissions and results, and notification to the customers of any outstanding or expiring requests. Involves other resources (field, brand, engineering, financing, vendor, etc) to address issues. May use resources such as salesforce.com to accomplish job duties.
* This job profile requires the assignment and participation in a sales compensation plan. A portion of OTE will be variable and tied to specific sales\\-related goals as set forth by Arrow.
* This position will require travel a minimum of 30% of the time.

**What We’re Looking For:**

* A minimum of 5 years of experience selling in the IT Sales Channel
* Experience with the IBM software portfolio is preferred
* A self\\-starter who can work well independently and as a team
* Requires in\\-depth knowledge and experience
* Solves complex problems; takes a new perspective using existing solutions
* Works independently; receives minimal guidance
* Acts as a resource for colleagues with less experience
* Represents the level at which career may stabilize for many years or even until retirement
* Uses best practices and knowledge of internal or external business issues to improve products/services or processes
* Typically resolves complex problems or problems where precedent may not exist
* Often leads the work of project teams; may formally train junior staff
* Typically requires a minimum of 8 years of related experience with a 4 year degree; or 6 years and an advanced degree; or equivalent experience.

**Work Arrangement**


Fully Remote; Must be able to travel to an Arrow office location as requested by Arrow leadership.

**What’s In It For You:**


At Arrow, we recognize that financial rewards and great benefits are important aspects of an ideal job. That’s why we offer competitive financial compensation, including various compensation plans and a solid benefits package.

* Medical, Dental, Vision Insurance
* 401k, With Matching Contributions
* Short\\-Term/Long\\-Term Disability Insurance
* Health Savings Account (HSA)/Health Reimbursement Account (HRA) Options
* Paid Time Off (including sick, holiday, vacation, etc.)
* Tuition Reimbursement
* Growth Opportunities
* And more!

**Annual Hiring Range/Hourly Rate:**
====================================


$126,300\\.00 \\- $150,152\\.99
Actual compensation offer to candidate may vary from posted hiring range based upon geographic location, work experience, education, and/or skill level. The pay ratio between base pay and target incentive (if applicable) will be finalized at offer.

**Location:**
=============


US\\-GA\\-Georgia (Remote Employees)  


Remote work employees may be required to be present at the closest designated Arrow office for work\\-related purposes, at the Company’s request and sole discretion.**Time Type:**
==============


Full time**Job Category:**
=================


Sales**EEO Statement:**
==================


Arrow is an equal opportunity employer. All applicants will be considered for employment without attention to race, color, religion, gender, age, sexual orientation, gender identity, national origin, veteran or disability status. (Arrow EEO/AAP policy)

 *We anticipate this requisition will be open for a minimum of five days, though it may be open for a longer period of time. We encourage your prompt application.*

*In any materials you submit, you may redact or remove age\\-identifying information such as age, date of birth, or dates of school attendance or graduation. You will not be penalized for redacting or removing this information.*","","https://www.glassdoor.com/Overview/W-EI_IE56.htm","https://media.glassdoor.com/sql/56/arrow-electronics-squarelogo-1586816695490.png","","","","","","","","","","",""
"gd-1010049544473","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1010049544473","","Corporate Sales Manager | Compliance Solutions | Mid- Enterprise","ADP","Fresno, CA","2026-03-01","","direct_data","yearly",68400.0,148100.0,"USD",False,"","","sponsored","","Related Searches: Sales, Marketing, Territory, Region, District, Customer Service, Business\\-to\\-Business, Human Capital Management, HCM Payroll, Time and Labor, Interview, Job Description, Position, Jobs, Work


**Unlock Your Career Potential: Sales at ADP.** It takes a relentless team to lead an industry. ADP's world\\-class sales team is driving our global growth as a worldwide leader of workforce solutions. If you believe in the power of relationships, we'll give you the tools, training and support you need to connect with new and current customers, ranging from Fortune 100 corporations to small start\\-ups. And as you achieve success, you'll enjoy the rewards, support and recognition you deserve.


**ADP is hiring a National Accounts Sales Representative.** In this position, you'll identify and cultivate new prospects with 1,000 or more employees in your territory, cross\\-sell solutions to existing clients, and effectively close sales, with the support of exceptional sales training and the rewards of advancement opportunities and industry\\-leading compensation, benefits and awards.


We strive for every interaction to be driven by our **CORE** values: **Insightful Expertise, Integrity is Everything, Service Excellence, Inspiring Innovation, Each Person Counts, Results\\-Driven, and Social Responsibility.**


**RESPONSIBILITIES:**


* Reach or exceed assigned sales goals
* Implement sales strategies
* Develop and execute a cold calling strategy to target prospects
* Mine existing and prospective clients for referral business
* Establish and maintain good customer relations, with both internal and external customers
* Connect customers' business needs with ADP products and services
* Cross\\-sell other ADP solutions to existing clients
* Build network in person and via phone with key decision makers in a designated territory


**QUALIFICATIONS REQUIRED:**


* Five or more years of work experience


**PREFERRED QUALIFICATIONS:** Preference will be given to candidates who have the following:


* Associate or bachelor's degree is Preferred
* Experience working on a sales quota
* Demonstrated ability to exceed sales quotas
* Business\\-to\\-business experience in (HCM) human capital management, payroll, HR solutions, HRBPO or talent management
* Goal oriented and ambitious, with capacity and drive to reach and exceed quotas
* Demonstrated cold calling sales ability, with assertive, positive and persistent style
* Proven customer service and relationship building skills
* Ability to effectively communicate through all mediums (verbal, listening, written)
* Aptitude for acquiring sales skills and product knowledge
* Organized, with effective time management skills
* Ability to work independently and with a team
* General business acumen
* Mature and self\\-confident
* Capacity to work under pressure
* Strong work ethic
* Committed to building a career path


Base salary offers for this position may vary based on factors such as location, skills, and relevant experience. Some positions may include additional compensation in the form of bonus, equity or commissions. We offer the following benefits: Medical, Dental, Vision, Life Insurance, Matched Retirement Savings, Wellness Program, Short\\-and Long\\-Term Disability, Charitable Contribution Match, Holidays, Personal Days \\& Vacation, Paid Volunteer Time Off, and more. The compensation for this role is USD $68,400\\.00 \\- USD $148,100\\.00 / Year\\*  

  

* Actual compensation will not be less than the applicable minimum wage or minimum exempt salary requirement under federal, state and local laws.

  

**A little about ADP:** We are a comprehensive global provider of cloud\\-based human capital management (HCM) solutions that unite HR, payroll, talent, time, tax and benefits administration and a leader in business outsourcing services, analytics, and compliance expertise. We believe our people make all the difference in cultivating a down\\-to\\-earth culture that embraces our core values, welcomes ideas, encourages innovation, and values belonging. We've received recognition for our work by many esteemed organizations, learn more at ADP Awards and Recognition.


**Diversity, Equity, Inclusion \\& Equal Employment Opportunity at ADP:** ADP is committed to an inclusive, diverse and equitable workplace, and is further committed to providing equal employment opportunities regardless of any protected characteristic including: race, color, genetic information, creed, national origin, religion, sex, affectional or sexual orientation, gender identity or expression, lawful alien status, ancestry, age, marital status, protected veteran status or disability. Hiring decisions are based upon ADP’s operating needs, and applicant merit including, but not limited to, qualifications, experience, ability, availability, cooperation, and job performance.


**Ethics at ADP:** ADP has a long, proud history of conducting business with the highest ethical standards and full compliance with all applicable laws. We also expect our people to uphold our values with the highest level of integrity and behave in a manner that fosters an honest and respectful workplace. Click https://jobs.adp.com/life\\-at\\-adp/ to learn more about ADP’s culture and our full set of values.","","https://www.glassdoor.com/Overview/W-EI_IE64.htm","https://media.glassdoor.com/sql/64/adp-squareLogo-1731078450688.png","","","","","","","","","","",""
"gd-1010049544466","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1010049544466","","Corporate Sales Manager | Compliance Solutions | Enterprise","ADP","Fresno, CA","2026-03-01","","direct_data","yearly",68400.0,148100.0,"USD",False,"","","sponsored","","Related Searches: Sales, Marketing, Territory, Region, District, Customer Service, Business\\-to\\-Business, Human Capital Management, HCM Payroll, Time and Labor, Interview, Job Description, Position, Jobs, Work


**Unlock Your Career Potential: Sales at ADP.** It takes a relentless team to lead an industry. ADP's world\\-class sales team is driving our global growth as a worldwide leader of workforce solutions. If you believe in the power of relationships, we'll give you the tools, training and support you need to connect with new and current customers, ranging from Fortune 100 corporations to small start\\-ups. And as you achieve success, you'll enjoy the rewards, support and recognition you deserve.


**ADP is hiring a National Accounts Sales Representative.** In this position, you'll identify and cultivate new prospects with 1,000 or more employees in your territory, cross\\-sell solutions to existing clients, and effectively close sales, with the support of exceptional sales training and the rewards of advancement opportunities and industry\\-leading compensation, benefits and awards.


We strive for every interaction to be driven by our **CORE** values: **Insightful Expertise, Integrity is Everything, Service Excellence, Inspiring Innovation, Each Person Counts, Results\\-Driven, and Social Responsibility.**


**RESPONSIBILITIES:**


* Reach or exceed assigned sales goals
* Implement sales strategies
* Develop and execute a cold calling strategy to target prospects
* Mine existing and prospective clients for referral business
* Establish and maintain good customer relations, with both internal and external customers
* Connect customers' business needs with ADP products and services
* Cross\\-sell other ADP solutions to existing clients
* Build network in person and via phone with key decision makers in a designated territory


**QUALIFICATIONS REQUIRED:**


* Five or more years of work experience


**PREFERRED QUALIFICATIONS:** Preference will be given to candidates who have the following:


* Associate or bachelor's degree is Preferred
* Experience working on a sales quota
* Demonstrated ability to exceed sales quotas
* Business\\-to\\-business experience in (HCM) human capital management, payroll, HR solutions, HRBPO or talent management
* Goal oriented and ambitious, with capacity and drive to reach and exceed quotas
* Demonstrated cold calling sales ability, with assertive, positive and persistent style
* Proven customer service and relationship building skills
* Ability to effectively communicate through all mediums (verbal, listening, written)
* Aptitude for acquiring sales skills and product knowledge
* Organized, with effective time management skills
* Ability to work independently and with a team
* General business acumen
* Mature and self\\-confident
* Capacity to work under pressure
* Strong work ethic
* Committed to building a career path


Base salary offers for this position may vary based on factors such as location, skills, and relevant experience. Some positions may include additional compensation in the form of bonus, equity or commissions. We offer the following benefits: Medical, Dental, Vision, Life Insurance, Matched Retirement Savings, Wellness Program, Short\\-and Long\\-Term Disability, Charitable Contribution Match, Holidays, Personal Days \\& Vacation, Paid Volunteer Time Off, and more. The compensation for this role is USD $68,400\\.00 \\- USD $148,100\\.00 / Year\\*  

  

* Actual compensation will not be less than the applicable minimum wage or minimum exempt salary requirement under federal, state and local laws.

  

**A little about ADP:** We are a comprehensive global provider of cloud\\-based human capital management (HCM) solutions that unite HR, payroll, talent, time, tax and benefits administration and a leader in business outsourcing services, analytics, and compliance expertise. We believe our people make all the difference in cultivating a down\\-to\\-earth culture that embraces our core values, welcomes ideas, encourages innovation, and values belonging. We've received recognition for our work by many esteemed organizations, learn more at ADP Awards and Recognition.


**Diversity, Equity, Inclusion \\& Equal Employment Opportunity at ADP:** ADP is committed to an inclusive, diverse and equitable workplace, and is further committed to providing equal employment opportunities regardless of any protected characteristic including: race, color, genetic information, creed, national origin, religion, sex, affectional or sexual orientation, gender identity or expression, lawful alien status, ancestry, age, marital status, protected veteran status or disability. Hiring decisions are based upon ADP’s operating needs, and applicant merit including, but not limited to, qualifications, experience, ability, availability, cooperation, and job performance.


**Ethics at ADP:** ADP has a long, proud history of conducting business with the highest ethical standards and full compliance with all applicable laws. We also expect our people to uphold our values with the highest level of integrity and behave in a manner that fosters an honest and respectful workplace. Click https://jobs.adp.com/life\\-at\\-adp/ to learn more about ADP’s culture and our full set of values.","","https://www.glassdoor.com/Overview/W-EI_IE64.htm","https://media.glassdoor.com/sql/64/adp-squareLogo-1731078450688.png","","","","","","","","","","",""
"gd-1010049544423","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1010049544423","","Corporate Sales Manager | Compliance Solutions | Enterprise","ADP","Home, PA","2026-03-01","","direct_data","yearly",68400.0,148100.0,"USD",False,"","","sponsored","","","","https://www.glassdoor.com/Overview/W-EI_IE64.htm","https://media.glassdoor.com/sql/64/adp-squareLogo-1731078450688.png","","","","","","","","","","",""
"gd-1010049544421","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1010049544421","","Corporate Sales Manager | Compliance Solutions | Enterprise","ADP","Home, WA","2026-03-01","","direct_data","yearly",68400.0,148100.0,"USD",False,"","","sponsored","","","","https://www.glassdoor.com/Overview/W-EI_IE64.htm","https://media.glassdoor.com/sql/64/adp-squareLogo-1731078450688.png","","","","","","","","","","",""
"gd-1010049403905","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1010049403905","","Regional Account Manager","Thermo Fisher Scientific","","2026-03-01","","direct_data","yearly",63900.0,95850.0,"USD",True,"","","sponsored","","","","https://www.glassdoor.com/Overview/W-EI_IE658.htm","https://media.glassdoor.com/sql/658/thermo-fisher-scientific-squareLogo-1622674704280.png","","","","","","","","","","",""
"gd-1010049544547","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1010049544547","","Corporate Sales Manager (Direct Sales) | Enterprise Accounts | Hospital Vertical","ADP","Home, KS","2026-03-01","","direct_data","yearly",68400.0,148100.0,"USD",False,"","","sponsored","","","","https://www.glassdoor.com/Overview/W-EI_IE64.htm","https://media.glassdoor.com/sql/64/adp-squareLogo-1731078450688.png","","","","","","","","","","",""
"gd-1010049544476","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1010049544476","","Corporate Sales Manager | Compliance Solutions | Mid- Enterprise","ADP","Home, WA","2026-03-01","","direct_data","yearly",68400.0,148100.0,"USD",False,"","","sponsored","","","","https://www.glassdoor.com/Overview/W-EI_IE64.htm","https://media.glassdoor.com/sql/64/adp-squareLogo-1731078450688.png","","","","","","","","","","",""
"gd-1010049510066","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1010049510066","","Regional Sales Manager, Fixed Gas Detection","Draeger, Inc.","New Orleans, LA","2026-03-01","","direct_data","yearly",80000.0,85000.0,"USD",False,"","","sponsored","","**Regional Sales Manager, Fixed Gas Detection**
===============================================

* **Business Unit:** Draeger, Inc., **Job\\-ID:** 1055
* **Location:** New Orleans, Jackson, Little Rock, Montgomery
* **Function:** Sales
* **Work Location:** Remote
* **Employment Type:** Permanent

**The Job Responsibilities**
----------------------------


We’re hiring! If you want your contributions to make a real difference, check out this new career opportunity with us at Draeger where we are led by the guiding principle “Technology for Life”.


This is a remote position with prefernce given to residency within the Gulf region of Lousiana. In additon to Lousiana, this territory covers Mississippi, Arkansas and Alabama.


At Dräger, it is our passion and dedication to protect, support and save lives. Our dedication to life naturally extends to the quality of our employees’ lives. They are the essence of our company, and without them, we would not be what we are today – a world leader in medical and safety technology. We are searching for people who want to join us in building “Technology for Life”.


The Regional Sales Manager \\- GDS is responsible for building the Draeger Fire and Gas Detection Systems business in the assigned geographic territory through new business development with identified target customers and growing the installed base with existing customers including service contracts. The RSM is also responsible for identifying, managing and driving manufacturer’s representatives as necessary within the territory.

**The Job Responsibilities**
----------------------------

* Identifies potential target end\\-users within the target segments \\& prioritizes accounts and opportunities to produce the best sales and profitability results.
* Focuses time and resources on sales into the key oil, gas and petrochemical segments, while also covering sales in to application driven markets, through direct sales efforts and managing manufacturer representative activity.
* Maintains a high awareness of fire and gas systems market trends and the competition, their strengths, weaknesses, sales and marketing methods \\& shares this information with internal stakeholders.
* Develops an annual sales plan and applies time \\& territory management techniques to maximize productivity \\& plans sales activities 30 \\-60\\-90 days in advance.
**Your Qualifications**
-----------------------

* Fixed Gas Detection Systems or Process Controls and Instrumentation experience is required
* 3\\-5 years’ experience selling process control solutions/ analyzers or instrumentation

**Education:**

* Bachelor’s degree in engineering or science discipline from an accredited university or related working experience

**Special Competencies or Certifications:**

* Member of recognized professional body for control / instrumentation
* Proficient with Microsoft Office Suite and CRM systems
* Must be able to perform routine arithmetic calculations and have a complete understanding of pricing structures and gross margin
* Must be able to communicate in English effectively both verbally and in writing well enough to articulate company and product information to customer
* Operate computer, office equipment
* Must reside within the covered territory of New England and/or New York state.


The compensation includes a base salary in the range of $80,000\\-$85,000 plus uncapped commission based on sales performance. On Target Earnings (OTE) are $120,000 \\- $125,000 annually at 100% of quota, with the potential to exceed this based on individual results.


**Dräger Benefits**
-------------------


At Draeger, Technology for Life means supporting our people in every aspect of their lives. We offer a competitive benefits package that may include:* Medical, dental, and vision insurance
* Life, short\\- and long\\-term disability coverage
* 401(k) with company match
* Over 4 weeks of paid time off, plus holidays and parental leave
* Flexible spending accounts and employee assistance program


Select locations also offer free parking, an on\\-site gym, cafeteria, and game room.
Talk to your Draeger recruiter to learn more!**Who we are**
--------------


We’re hiring! If you want your contributions to make a real difference, check out this new career opportunity with us at Draeger where we are led by the guiding principle “Technology for Life”.
Draeger has several sites located across North America as well as field\\-based sales and service positions. Our North America headquarters is located in Telford, PA just north of Philadelphia. We also have US sites in Andover, MA, and Houston, TX. Our Canada site is located in Mississauga, Ontario.
Draeger is an Equal Opportunity Employer.**Interested?**
---------------


Please, apply directly through our career portal.We look forward to receiving your application.","","https://www.glassdoor.com/Overview/W-EI_IE299523.htm","https://media.glassdoor.com/sql/299523/dräger-squareLogo-1686565405751.png","","","","","","","","","","",""
"gd-1010049544667","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1010049544667","","Activation Channel Manager – IBM Software","Arrow Electronics, Inc.","Brookfield, WI","2026-03-01","","direct_data","yearly",126300.0,150153.0,"USD",False,"","","sponsored","","**Position:**
=============


Activation Channel Manager – IBM Software**Job Description:**
====================


Arrow ECS is looking for an Activation Channel Manager that will be supporting IBM’s Software Portfolio. The primary focus of this position will be to activate and grow new accounts.

**What You’ll Be Doing:**

* Responsible for the day\\-to\\-day sales support and customer service activities for assigned accounts, territory, or product(s). Focuses on growing and developing new business; proactively calls and engages partners to grow sales for assigned accounts and rebuilding of underpenetrated and neglected relationships with Arrow customers. This position will call on customers; provide product information, and follow\\-up on quotes to close business for Arrow. Identifies, enables and develops high\\-potential and non\\-repeat partners. Determines and understands customers’ requirements for Arrow product offerings and services. Translates products and promotions into benefits for a customer. Provides alternative products and solutions. Serves as a liaison between Arrow’s internal resources (field sales, engineering, supplier marketing, manufacturing facilities, purchasing and other corporate departments), vendor resources and customers. Demonstrates a proactive approach and sense of urgency on our customers’ behalf, anticipates our customers’ requirements and communicates efforts in a timely and effective manner.
* Demand Generation and Customer Opportunity Support: Drives sales growth through new customer rebuilding of underpenetrated and neglected relationships. Focuses on growing and developing new business; proactively calls and engages partners to grow sales for assigned accounts. Identifies, enables and develops high\\-potential and non\\-repeat partners. Generates leads and follows\\-up on leads obtained through suppliers and Arrow internal sources. Qualifies prospects, analyzes sales potential, and then prioritizes high\\-return opportunities for further attention/investment.
* Leverages Arrow and vendor programs and promotions to progress a transaction through the sales cycle. Manages vendor special pricing programs including; submissions for pricing request and any data or program dependencies, tracking requests for approval, logging of all submissions and results, and notification to the customers of any outstanding or expiring requests. Involves other resources (field, brand, engineering, financing, vendor, etc) to address issues. May use resources such as salesforce.com to accomplish job duties.
* This job profile requires the assignment and participation in a sales compensation plan. A portion of OTE will be variable and tied to specific sales\\-related goals as set forth by Arrow.
* This position will require travel a minimum of 30% of the time.

**What We’re Looking For:**

* A minimum of 5 years of experience selling in the IT Sales Channel
* Experience with the IBM software portfolio is preferred
* A self\\-starter who can work well independently and as a team
* Requires in\\-depth knowledge and experience
* Solves complex problems; takes a new perspective using existing solutions
* Works independently; receives minimal guidance
* Acts as a resource for colleagues with less experience
* Represents the level at which career may stabilize for many years or even until retirement
* Uses best practices and knowledge of internal or external business issues to improve products/services or processes
* Typically resolves complex problems or problems where precedent may not exist
* Often leads the work of project teams; may formally train junior staff
* Typically requires a minimum of 8 years of related experience with a 4 year degree; or 6 years and an advanced degree; or equivalent experience.

**Work Arrangement**


Fully Remote; Must be able to travel to an Arrow office location as requested by Arrow leadership.

**What’s In It For You:**


At Arrow, we recognize that financial rewards and great benefits are important aspects of an ideal job. That’s why we offer competitive financial compensation, including various compensation plans and a solid benefits package.

* Medical, Dental, Vision Insurance
* 401k, With Matching Contributions
* Short\\-Term/Long\\-Term Disability Insurance
* Health Savings Account (HSA)/Health Reimbursement Account (HRA) Options
* Paid Time Off (including sick, holiday, vacation, etc.)
* Tuition Reimbursement
* Growth Opportunities
* And more!

**Annual Hiring Range/Hourly Rate:**
====================================


$126,300\\.00 \\- $150,152\\.99
Actual compensation offer to candidate may vary from posted hiring range based upon geographic location, work experience, education, and/or skill level. The pay ratio between base pay and target incentive (if applicable) will be finalized at offer.

**Location:**
=============


US\\-GA\\-Georgia (Remote Employees)  


Remote work employees may be required to be present at the closest designated Arrow office for work\\-related purposes, at the Company’s request and sole discretion.**Time Type:**
==============


Full time**Job Category:**
=================


Sales**EEO Statement:**
==================


Arrow is an equal opportunity employer. All applicants will be considered for employment without attention to race, color, religion, gender, age, sexual orientation, gender identity, national origin, veteran or disability status. (Arrow EEO/AAP policy)

 *We anticipate this requisition will be open for a minimum of five days, though it may be open for a longer period of time. We encourage your prompt application.*

*In any materials you submit, you may redact or remove age\\-identifying information such as age, date of birth, or dates of school attendance or graduation. You will not be penalized for redacting or removing this information.*","","https://www.glassdoor.com/Overview/W-EI_IE56.htm","https://media.glassdoor.com/sql/56/arrow-electronics-squarelogo-1586816695490.png","","","","","","","","","","",""
